date,nav,scheme_code,daily_return
2013-02-27,13.9873,118632,0.007200823774239806
2013-02-28,13.7174,118632,-0.019296075725837025
2013-03-01,13.8247,118632,0.007822182046160364
2013-03-04,13.7577,118632,-0.0048463981135214995
2013-03-05,13.9807,118632,0.016209104719538958
2013-03-06,14.0779,118632,0.00695244158017827
2013-03-07,14.1368,118632,0.004183862649969061
2013-03-08,14.2733,118632,0.009655650500820734
2013-03-11,14.2265,118632,-0.003278849320059174
2013-03-12,14.1646,118632,-0.004351035040241813
2013-03-13,13.9586,118632,-0.01454329808113175
2013-03-14,14.1321,118632,0.012429613284999919
2013-03-15,14.0574,118632,-0.005285838622710037
2013-03-18,13.9688,118632,-0.006302730234609477
2013-03-19,13.7101,118632,-0.01851984422427122
2013-03-20,13.4866,118632,-0.01630185046060939
2013-03-21,13.4908,118632,0.0003114202245191322
2013-03-22,13.4563,118632,-0.00255729830699436
2013-03-25,13.4002,118632,-0.004169050927818274
2013-03-26,13.4772,118632,0.005746182892792717
2013-03-28,13.578,118632,0.0074792983705813665
2013-04-01,13.6324,118632,0.004006481072323043
2013-04-02,13.8124,118632,0.013203837915554129
2013-04-03,13.6549,118632,-0.011402797486316674
2013-04-04,13.4167,118632,-0.01744428739866266
2013-04-05,13.4782,118632,0.004583839543255808
2013-04-08,13.4526,118632,-0.0018993634164798934
2013-04-09,13.3266,118632,-0.009366219169528622
2013-04-10,13.4579,118632,0.009852475500127689
2013-04-11,13.5316,118632,0.005476337318600866
2013-04-12,13.3635,118632,-0.012422773360134753
2013-04-15,13.4536,118632,0.0067422456691734745
2013-04-16,13.7055,118632,0.01872361301064407
2013-04-17,13.7107,118632,0.00037940972602235057
2013-04-18,13.9167,118632,0.01502476168248168
2013-04-22,14.0431,118632,0.009082612975777282
2013-04-23,13.9829,118632,-0.004286802771467868
2013-04-25,14.0593,118632,0.005463816518747944
2013-04-26,14.0531,118632,-0.0004409892384400482
2013-04-29,14.1084,118632,0.003935074823348428
2013-04-30,14.1086,118632,1.4175951915218477e-05
2013-05-02,14.229,118632,0.00853380207816512
2013-05-03,14.1115,118632,-0.008257783400098417
2013-05-06,14.2356,118632,0.008794245827870917
2013-05-07,14.3852,118632,0.010508865098766362
2013-05-08,14.3518,118632,-0.002321830770514066
2013-05-09,14.2864,118632,-0.0045569196895163255
2013-05-10,14.3731,118632,0.006068708701982395
2013-05-13,14.1432,118632,-0.015995157620833367
2013-05-14,14.2231,118632,0.0056493579953618145
2013-05-15,14.5276,118632,0.021408834923469566
2013-05-16,14.5877,118632,0.004136953109942443
2013-05-17,14.6518,118632,0.004394112848495668
2013-05-20,14.5075,118632,-0.00984861928227243
2013-05-21,14.395,118632,-0.007754609684645919
2013-05-22,14.2804,118632,-0.00796109760333441
2013-05-23,13.9275,118632,-0.024712192935772093
2013-05-24,13.9741,118632,0.003345898402441261
2013-05-27,14.1468,118632,0.01235857765437487
2013-05-28,14.2241,118632,0.005464133231543489
2013-05-29,14.1521,118632,-0.005061831680035933
2013-05-30,14.1108,118632,-0.0029182948113708473
2013-05-31,13.9164,118632,-0.013776681690619963
2013-06-03,13.8393,118632,-0.005540225920496633
2013-06-04,13.8528,118632,0.0009754828640178292
2013-06-05,13.8796,118632,0.0019346269346269818
2013-06-06,13.8693,118632,-0.000742096314014784
2013-06-07,13.7436,118632,-0.009063182712898299
2013-06-10,13.6318,118632,-0.008134695421869176
2013-06-11,13.3795,118632,-0.018508194075617324
2013-06-12,13.3408,118632,-0.0028924847714787427
2013-06-13,13.199,118632,-0.010629047733269337
2013-06-14,13.4526,118632,0.019213576786120123
2013-06-17,13.5024,118632,0.003701886624146944
2013-06-18,13.4342,118632,-0.005050953904490951
2013-06-19,13.4689,118632,0.0025829599082936028
2013-06-20,13.142,118632,-0.024270727379370305
2013-06-21,13.1933,118632,0.0039035154466595667
2013-06-24,12.9791,118632,-0.016235513480327146
2013-06-25,12.9839,118632,0.0003698253345763014
2013-06-26,12.9478,118632,-0.002780366453838945
2013-06-27,13.1137,118632,0.012812987534561726
2013-06-28,13.445,118632,0.025263655566316157
2013-07-01,13.6086,118632,0.012168092227593741
2013-07-02,13.5237,118632,-0.006238701997266394
2013-07-03,13.2808,118632,-0.01796106095225425
2013-07-04,13.3744,118632,0.007047768206734473
2013-07-05,13.4009,118632,0.001981397296327403
2013-07-08,13.2314,118632,-0.01264840421165736
2013-07-09,13.3168,118632,0.006454343455718936
2013-07-10,13.259,118632,-0.00434038207377152
2013-07-11,13.4425,118632,0.0138396560826608
2013-07-12,13.6028,118632,0.011924865166449639
2013-07-15,13.6813,118632,0.005770870703090569
2013-07-16,13.4826,118632,-0.014523473646510188
2013-07-17,13.4057,118632,-0.005703647664397127
2013-07-18,13.5266,118632,0.009018551810050957
2013-07-19,13.491,118632,-0.0026318513151863954
2013-07-22,13.4323,118632,-0.0043510488473796904
2013-07-23,13.5137,118632,0.0060600195052225025
2013-07-24,13.2616,118632,-0.018655142559032667
2013-07-25,13.1914,118632,-0.00529347891657117
2013-07-26,13.0735,118632,-0.008937641190472578
2013-07-29,13.0033,118632,-0.005369640876582427
2013-07-30,12.7471,118632,-0.01970269085539822
2013-07-31,12.9014,118632,0.012104714013383422
2013-08-01,12.766,118632,-0.010494985040383265
2013-08-02,12.6617,118632,-0.008170139432868595
2013-08-05,12.7128,118632,0.004035792981984976
2013-08-06,12.3588,118632,-0.027845950538040287
2013-08-07,12.4816,118632,0.009936239764378296
2013-08-08,12.7214,118632,0.019212280476861743
2013-08-12,12.8515,118632,0.010226861823384281
2013-08-13,13.0239,118632,0.013414776485235258
2013-08-14,13.0848,118632,0.004676018704074858
2013-08-16,12.6349,118632,-0.034383406700904784
2013-08-19,12.4366,118632,-0.015694623621872683
2013-08-20,12.4137,118632,-0.00184133927279162
2013-08-21,12.2191,118632,-0.015676228682826365
2013-08-22,12.424,118632,0.01676882912816824
2013-08-23,12.5759,118632,0.012226336123631887
2013-08-26,12.6806,118632,0.008325447880469738
2013-08-27,12.2979,118632,-0.03017995993880418
2013-08-28,12.2443,118632,-0.004358467705868452
2013-08-29,12.4848,118632,0.01964179250753406
2013-08-30,12.6214,118632,0.01094130462642573
2013-09-02,12.794,118632,0.013675186587858823
2013-09-03,12.3669,118632,-0.0333828357042365
2013-09-04,12.564,118632,0.01593770467942668
2013-09-05,12.8133,118632,0.01984240687679084
2013-09-06,12.9802,118632,0.013025528162144084
2013-09-10,13.3471,118632,0.02826612841096443
2013-09-11,13.4542,118632,0.008024214998014534
2013-09-12,13.3458,118632,-0.008056963624741731
2013-09-13,13.3653,118632,0.0014611338398595741
2013-09-16,13.2876,118632,-0.005813561985140603
2013-09-17,13.3498,118632,0.0046810560221559605
2013-09-18,13.4428,118632,0.006966396500322158
2013-09-19,13.819,118632,0.027985241169994346
2013-09-20,13.6366,118632,-0.013199218467327634
2013-09-23,13.408,118632,-0.0167637094290366
2013-09-24,13.3638,118632,-0.0032965393794749387
2013-09-25,13.355,118632,-0.0006584953381522096
2013-09-26,13.3434,118632,-0.0008685885436165997
2013-09-27,13.2945,118632,-0.0036647331264896277
2013-09-30,13.1286,118632,-0.012478844634999375
2013-10-01,13.2715,118632,0.010884633548131406
2013-10-03,13.5608,118632,0.021798590965603104
2013-10-04,13.5546,118632,-0.00045720016518202566
2013-10-07,13.6097,118632,0.00406504065040636
2013-10-08,13.6174,118632,0.000565772941357956
2013-10-09,13.7175,118632,0.007350889303391117
2013-10-10,13.7388,118632,0.0015527610716239426
2013-10-11,13.9215,118632,0.013298104637959662
2013-10-14,13.9362,118632,0.0010559206982005964
2013-10-15,13.8854,118632,-0.0036451830484636183
2013-10-17,13.7852,118632,-0.007216212712633507
2013-10-18,14.0524,118632,0.019383106520036053
2013-10-21,14.1188,118632,0.004725171500953529
2013-10-22,14.115,118632,-0.0002691446865172864
2013-10-23,14.0597,118632,-0.003917817924194211
2013-10-24,14.0033,118632,-0.004011465393998437
2013-10-25,13.95,118632,-0.003806245670663344
2013-10-28,13.8624,118632,-0.006279569892473136
2013-10-29,14.119,118632,0.01851050323176362
2013-10-30,14.2056,118632,0.006133578865358702
2013-10-31,14.3413,118632,0.009552570817142447
2013-11-01,14.4273,118632,0.005996666968824282
2013-11-05,14.4377,118632,0.0007208556001467858
2013-11-06,14.4002,118632,-0.002597366616566288
2013-11-07,14.28,118632,-0.00834710629019042
2013-11-08,14.182,118632,-0.006862745098039191
2013-11-11,14.0904,118632,-0.00645889155267243
2013-11-12,14.0191,118632,-0.005060182819508374
2013-11-13,13.9225,118632,-0.00689059925387514
2013-11-14,14.1196,118632,0.014156940204704593
2013-11-18,14.3228,118632,0.014391342530949869
2013-11-19,14.3778,118632,0.003840031278800282
2013-11-20,14.1819,118632,-0.013625172140383057
2013-11-21,13.9415,118632,-0.016951184255988294
2013-11-22,13.9552,118632,0.0009826776171861784
2013-11-25,14.1929,118632,0.017033077275854236
2013-11-26,14.0636,118632,-0.009110188897265559
2013-11-27,14.0241,118632,-0.002808669188543389
2013-11-28,14.1461,118632,0.00869931047268624
2013-11-29,14.3277,118632,0.012837460501480935
2013-12-02,14.4415,118632,0.007942656532451187
2013-12-03,14.469,118632,0.0019042343246893356
2013-12-04,14.408,118632,-0.004215909876287283
2013-12-05,14.5651,118632,0.010903664630760757
2013-12-06,14.6049,118632,0.002732559337045526
2013-12-09,14.8292,118632,0.01535785934857481
2013-12-10,14.7766,118632,-0.0035470558088096515
2013-12-11,14.72,118632,-0.0038303804664130414
2013-12-12,14.6114,118632,-0.007377717391304439
2013-12-13,14.4293,118632,-0.012462871456533908
2013-12-16,14.5314,118632,0.007075880326834927
2013-12-17,14.5878,118632,0.0038812502580618524
2013-12-18,14.7942,118632,0.01414880927898654
2013-12-19,14.7525,118632,-0.002818672182341775
2013-12-20,14.9808,118632,0.015475343162175914
2013-12-23,15.0236,118632,0.0028569902808928127
2013-12-24,15.0519,118632,0.0018837029739875444
2013-12-26,15.0569,118632,0.0003321839767738144
2013-12-27,15.1338,118632,0.00510729300187962
2013-12-30,15.058,118632,-0.005008656120736421
2013-12-31,15.1634,118632,0.006999601540709222
2014-01-01,15.1641,118632,4.6163789123809806e-05
2014-01-02,14.9258,118632,-0.015714747330866863
2014-01-03,14.9541,118632,0.001896045773090771
2014-01-06,14.9235,118632,-0.0020462615603746848
2014-01-07,14.856,118632,-0.0045230676449895535
2014-01-08,14.8357,118632,-0.0013664512654819605
2014-01-09,14.7928,118632,-0.002891673463335076
2014-01-10,14.7676,118632,-0.0017035314477312768
2014-01-13,14.9695,118632,0.013671822097023334
2014-01-14,14.8923,118632,-0.005157152877517612
2014-01-15,15.0219,118632,0.008702483833927577
2014-01-16,15.0355,118632,0.0009053448631664018
2014-01-17,14.8613,118632,-0.011585913338432396
2014-01-20,15.0026,118632,0.00950791653489258
2014-01-21,15.0291,118632,0.0017663604975137748
2014-01-22,15.111,118632,0.005449428109467691
2014-01-23,15.0994,118632,-0.0007676527033287917
2014-01-24,14.9307,118632,-0.011172629376001608
2014-01-27,14.6153,118632,-0.021124260751337887
2014-01-28,14.531,118632,-0.005767928130110178
2014-01-29,14.5958,118632,0.00445943156011297
2014-01-30,14.4573,118632,-0.009489031091135858
2014-01-31,14.6318,118632,0.012070026906822129
2014-02-03,14.4507,118632,-0.012377151136565567
2014-02-04,14.465,118632,0.000989571439445891
2014-02-05,14.4861,118632,0.0014586933978568695
2014-02-06,14.4906,118632,0.0003106426160250919
2014-02-07,14.5266,118632,0.0024843691772598042
2014-02-10,14.4875,118632,-0.002691614004653453
2014-02-11,14.5698,118632,0.005680759275237257
2014-02-12,14.6409,118632,0.004879957171683769
2014-02-13,14.4582,118632,-0.012478741061000331
2014-02-14,14.5321,118632,0.005111286328865372
2014-02-17,14.5667,118632,0.002380935996862288
2014-02-18,14.7053,118632,0.009514852368758708
2014-02-19,14.8192,118632,0.007745506722066198
2014-02-20,14.7635,118632,-0.0037586374433167258
2014-02-21,14.9225,118632,0.010769803908287301
2014-02-24,15.0174,118632,0.006359524208410239
2014-02-25,15.0578,118632,0.002690212686616844
2014-02-26,15.1423,118632,0.005611709545883192
2014-02-28,15.2367,118632,0.006234191635352548
2014-03-03,15.108,118632,-0.008446710901967025
2014-03-04,15.3215,118632,0.014131585914747058
2014-03-05,15.4493,118632,0.008341219854452797
2014-03-06,15.624,118632,0.011307955700258443
2014-03-07,15.7893,118632,0.01057987711213526
2014-03-10,15.8336,118632,0.002805697529339568
2014-03-11,15.7797,118632,-0.003404153193209414
2014-03-12,15.775,118632,-0.00029785103645818545
2014-03-13,15.7414,118632,-0.002129952456418338
2014-03-14,15.7305,118632,-0.0006924415871524259
2014-03-18,15.856,118632,0.007978131655065113
2014-03-19,15.8849,118632,0.001822653884964609
2014-03-20,15.7631,118632,-0.0076676592235394025
2014-03-21,15.8077,118632,0.002829392695599342
2014-03-24,15.9637,118632,0.009868608336443652
2014-03-25,16.0131,118632,0.00309452069382421
2014-03-26,16.0209,118632,0.0004871011859040042
2014-03-27,16.1047,118632,0.005230667440655701
2014-03-28,16.295,118632,0.01181642626065682
2014-03-31,16.4337,118632,0.008511813439705529
2014-04-01,16.3998,118632,-0.0020628342978150638
2014-04-02,16.5762,118632,0.010756228734496887
2014-04-03,16.5041,118632,-0.0043496096813503415
2014-04-04,16.4255,118632,-0.0047624529662326776
2014-04-07,16.4194,118632,-0.00037137377857598963
2014-04-09,16.636,118632,0.013191712242834663
2014-04-10,16.6791,118632,0.0025907670113007875
2014-04-11,16.5678,118632,-0.006673021925643452
2014-04-15,16.4793,118632,-0.0053416868866114076
2014-04-16,16.2824,118632,-0.011948323047702214
2014-04-17,16.5079,118632,0.013849309684076161
2014-04-21,16.6546,118632,0.008886654268562166
2014-04-22,16.6901,118632,0.0021315432373039123
2014-04-23,16.755,118632,0.003888532722991389
2014-04-25,16.6603,118632,-0.005652044165920578
2014-04-28,16.643,118632,-0.0010383966675269196
2014-04-29,16.4949,118632,-0.00889863606320973
2014-04-30,16.4493,118632,-0.00276449084262409
2014-05-02,16.4055,118632,-0.002662727289307165
2014-05-05,16.4094,118632,0.00023772515315001463
2014-05-06,16.4314,118632,0.001340694967518541
2014-05-07,16.3084,118632,-0.007485667685042108
2014-05-08,16.3463,118632,0.0023239557528635935
2014-05-09,16.7704,118632,0.025944709200247162
2014-05-12,17.0811,118632,0.01852668988217343
2014-05-13,17.3691,118632,0.016860740818799735
2014-05-14,17.3858,118632,0.0009614775664830155
2014-05-15,17.2971,118632,-0.005101864740190254
2014-05-16,17.7003,118632,0.023310265882720227
2014-05-19,18.0749,118632,0.021163483104806202
2014-05-20,18.2096,118632,0.007452323387681092
2014-05-21,18.284,118632,0.00408575696336011
2014-05-22,18.4562,118632,0.009418070444104032
2014-05-23,18.7953,118632,0.018373229592223872
2014-05-26,18.7217,118632,-0.003915872585167679
2014-05-27,18.6606,118632,-0.003263592515636904
2014-05-28,18.7759,118632,0.006178793822277928
2014-05-29,18.5928,118632,-0.009751862760240537
2014-05-30,18.4698,118632,-0.006615464050600317
2014-06-02,18.8857,118632,0.02251783993329659
2014-06-03,18.9956,118632,0.005819217714990721
2014-06-04,19.0685,118632,0.003837730842932041
2014-06-05,19.3489,118632,0.01470487977554602
2014-06-06,19.5433,118632,0.010047082779899519
2014-06-09,19.765,118632,0.01134404118035337
2014-06-10,19.7891,118632,0.0012193270933469336
2014-06-11,19.7583,118632,-0.0015564123684251863
2014-06-12,19.8035,118632,0.002287646204379934
2014-06-13,19.5601,118632,-0.012290756684424475
2014-06-16,19.5086,118632,-0.002632910874688643
2014-06-17,19.7723,118632,0.013517115528536072
2014-06-18,19.6428,118632,-0.006549566818225494
2014-06-19,19.5007,118632,-0.007234202863135697
2014-06-20,19.4017,118632,-0.005076740834944249
2014-06-23,19.4828,118632,0.004180046078436472
2014-06-24,19.6679,118632,0.009500687786149653
2014-06-25,19.6921,118632,0.0012304313119346766
2014-06-26,19.5981,118632,-0.004773487845379676
2014-06-27,19.7392,118632,0.007199677519759584
2014-06-30,20.1124,118632,0.018906541298532975
2014-07-01,20.2354,118632,0.006115630158509022
2014-07-02,20.4426,118632,0.01023948130503971
2014-07-03,20.5302,118632,0.0042851692054828305
2014-07-04,20.5459,118632,0.0007647270849771015
2014-07-07,20.5836,118632,0.0018349159686361638
2014-07-08,20.0262,118632,-0.027079811111758945
2014-07-09,19.7643,118632,-0.013077867992929315
2014-07-10,19.7887,118632,0.0012345491618726001
2014-07-11,19.4787,118632,-0.01566550607164685
2014-07-14,19.42,118632,-0.003013548132062116
2014-07-15,19.7704,118632,0.018043254376930884
2014-07-16,20.0502,118632,0.014152470359729774
2014-07-17,20.13,118632,0.003980010174462034
2014-07-18,20.1216,118632,-0.00041728763040227435
2014-07-21,20.1456,118632,0.0011927480916031907
2014-07-22,20.1828,118632,0.0018465570645698204
2014-07-23,20.2631,118632,0.003978635273599318
2014-07-24,20.3446,118632,0.00402208941376192
2014-07-25,20.1615,118632,-0.008999931185670884
2014-07-28,20.0988,118632,-0.003109887657168353
2014-07-30,20.062,118632,-0.0018309550818954579
2014-07-31,19.9239,118632,-0.0068836606519789845
2014-08-01,19.7328,118632,-0.009591495640913661
2014-08-04,20.0161,118632,0.01435680694072805
2014-08-05,20.1673,118632,0.00755391909512837
2014-08-06,20.0311,118632,-0.006753506914659035
2014-08-07,19.9777,118632,-0.0026658545961030233
2014-08-08,19.6787,118632,-0.014966687856960537
2014-08-11,19.7947,118632,0.005894698328649639
2014-08-12,19.9321,118632,0.006941251951279925
2014-08-13,19.9797,118632,0.002388107625388436
2014-08-14,20.0711,118632,0.004574643262911904
2014-08-18,20.3665,118632,0.014717678652390598
2014-08-19,20.5276,118632,0.007910048363734656
2014-08-20,20.5059,118632,-0.0010571133498313845
2014-08-21,20.6579,118632,0.0074125007924548125
2014-08-22,20.7944,118632,0.00660764162862626
2014-08-25,20.7768,118632,-0.000846381718154765
2014-08-26,20.714,118632,-0.003022602133148644
2014-08-27,20.8028,118632,0.004286955682147431
2014-08-28,20.8633,118632,0.0029082623492990844
2014-09-01,21.1961,118632,0.01595145542651455
2014-09-02,21.2769,118632,0.0038120220229194146
2014-09-03,21.4935,118632,0.01018005442522174
2014-09-04,21.4261,118632,-0.003135831763091179
2014-09-05,21.5339,118632,0.005031246937146738
2014-09-08,21.8269,118632,0.013606453080956094
2014-09-09,21.8095,118632,-0.0007971814595750804
2014-09-10,21.6806,118632,-0.005910268460991852
2014-09-11,21.8595,118632,0.00825161665267582
2014-09-12,21.8769,118632,0.0007959925890344
2014-09-15,21.882,118632,0.00023312260877927926
2014-09-16,21.3963,118632,-0.02219632574718955
2014-09-17,21.4862,118632,0.004201661034851867
2014-09-18,21.9147,118632,0.01994303320270685
2014-09-19,21.8276,118632,-0.003974501133942043
2014-09-22,21.8568,118632,0.0013377558687166502
2014-09-23,21.5175,118632,-0.015523772921928303
2014-09-24,21.3659,118632,-0.007045428139886067
2014-09-25,21.0385,118632,-0.015323482745870809
2014-09-26,21.3035,118632,0.012595955034817141
2014-09-29,21.3504,118632,0.0022015161827868557
2014-09-30,21.3925,118632,0.001971860011990234
2014-10-01,21.2853,118632,-0.005011102021736491
2014-10-07,21.0501,118632,-0.011049879494298809
2014-10-08,20.9858,118632,-0.0030546173177323777
2014-10-09,21.3712,118632,0.018364799054598757
2014-10-10,21.1257,118632,-0.011487422325372587
2014-10-13,21.2817,118632,0.007384370695409093
2014-10-14,21.2408,118632,-0.0019218389508357525
2014-10-16,20.9038,118632,-0.015865692440962698
2014-10-17,21.0171,118632,0.005420067164821685
2014-10-20,21.353,118632,0.015982223998553646
2014-10-21,21.5918,118632,0.011183440266004707
2014-10-22,21.8551,118632,0.012194444187145104
2014-10-27,21.8616,118632,0.0002974134183781896
2014-10-28,21.996,118632,0.006147765945767825
2014-10-29,22.1388,118632,0.006492089470812923
2014-10-30,22.347,118632,0.009404303756301191
2014-10-31,22.7578,118632,0.01838278068644561
2014-11-03,22.7017,118632,-0.002465088892599443
2014-11-05,22.794,118632,0.0040657748098160695
2014-11-07,22.8806,118632,0.003799245415460284
2014-11-10,22.8659,118632,-0.0006424656696065734
2014-11-11,23.0631,118632,0.008624195854963101
2014-11-12,23.1128,118632,0.0021549574862009813
2014-11-13,23.0467,118632,-0.0028598871620919564
2014-11-14,23.1963,118632,0.006491167932936248
2014-11-17,23.3364,118632,0.006039756340450841
2014-11-18,23.4951,118632,0.006800534786856494
2014-11-19,23.3673,118632,-0.005439432051789539
2014-11-20,23.3456,118632,-0.0009286481536163738
2014-11-21,23.5458,118632,0.00857549174148442
2014-11-24,23.6832,118632,0.005835435619091278
2014-11-25,23.5233,118632,-0.006751621402513175
2014-11-26,23.5148,118632,-0.00036134385906727573
2014-11-27,23.601,118632,0.0036657764471736964
2014-11-28,23.9915,118632,0.016545909071649545
2014-12-01,24.0141,118632,0.0009420002917699399
2014-12-02,23.9993,118632,-0.000616304587721328
2014-12-03,24.2533,118632,0.010583642022892192
2014-12-04,24.3271,118632,0.0030428848857682045
2014-12-05,24.1536,118632,-0.007131963941447994
2014-12-08,23.7779,118632,-0.015554617117117142
2014-12-09,23.4637,118632,-0.013213950769411897
2014-12-10,23.5379,118632,0.003162331601580304
2014-12-11,23.4096,118632,-0.005450783629805556
2014-12-12,23.2532,118632,-0.006681019752580175
2014-12-15,23.1125,118632,-0.006050780107684006
2014-12-16,22.6709,118632,-0.019106544077879928
2014-12-17,22.5613,118632,-0.004834391223991985
2014-12-18,23.0164,118632,0.02017170996352169
2014-12-19,23.1536,118632,0.005960966962687442
2014-12-22,23.3659,118632,0.009169200469905325
2014-12-23,23.2479,118632,-0.005050094368288738
2014-12-24,23.1541,118632,-0.0040347730332632725
2014-12-26,23.2489,118632,0.004094307271714337
2014-12-29,23.4536,118632,0.008804717642555193
2014-12-30,23.5498,118632,0.004101715728075828
2014-12-31,23.6095,118632,0.0025350533762493743
2015-01-01,23.6528,118632,0.0018340074969820375
2015-01-02,23.8685,118632,0.009119427721030915
2015-01-05,23.9306,118632,0.002601755451745902
2015-01-06,23.2978,118632,-0.026443131388264374
2015-01-07,23.1888,118632,-0.004678553339800273
2015-01-08,23.5557,118632,0.015822293521010167
2015-01-09,23.6919,118632,0.005782040015792411
2015-01-12,23.8558,118632,0.006917976185953689
2015-01-13,23.8283,118632,-0.001152759496642286
2015-01-14,23.7675,118632,-0.002551587817846812
2015-01-15,24.2222,118632,0.019131166508888242
2015-01-16,24.317,118632,0.003913765058499941
2015-01-19,24.5131,118632,0.008064317144384603
2015-01-20,24.6911,118632,0.007261423483769791
2015-01-21,24.7599,118632,0.002786429118184275
2015-01-22,24.8819,118632,0.00492732200049284
2015-01-23,25.0677,118632,0.007467275409032137
2015-01-27,25.3339,118632,0.010619243089713182
2015-01-28,25.421,118632,0.003438080990293635
2015-01-29,25.385,118632,-0.001416152000314641
2015-01-30,25.0624,118632,-0.012708292298601598
2015-02-02,25.1129,118632,0.002014970633299251
2015-02-03,25.0832,118632,-0.0011826591114526552
2015-02-04,24.9246,118632,-0.006322957198443557
2015-02-05,24.8215,118632,-0.00413647561044117
2015-02-06,24.5556,118632,-0.010712487158310413
2015-02-09,24.2059,118632,-0.014241150694749849
2015-02-10,24.3834,118632,0.007332922965062272
2015-02-11,24.5886,118632,0.008415561406530658
2015-02-12,24.9342,118632,0.014055293916693135
2015-02-13,25.2094,118632,0.011037049514321717
2015-02-16,25.142,118632,-0.002673605877172802
2015-02-18,25.3552,118632,0.008479834539813824
2015-02-19,25.4505,118632,0.003758597841862832
2015-02-20,25.3486,118632,-0.004003850611972282
2015-02-23,25.1001,118632,-0.009803302746502762
2015-02-24,25.0551,118632,-0.0017928215425436766
2015-02-25,25.0647,118632,0.00038315552522227847
2015-02-26,24.7007,118632,-0.01452241598742443
2015-02-27,25.1922,118632,0.019898221507892444
2015-03-02,25.8113,118632,0.024575066885782038
2015-03-03,25.8821,118632,0.00274298466175682
2015-03-04,25.7662,118632,-0.004477998307710784
2015-03-05,25.7857,118632,0.0007568054272650837
2015-03-09,25.3653,118632,-0.016303610140504077
2015-03-10,25.2727,118632,-0.003650656605677871
2015-03-11,25.1691,118632,-0.004099284999228403
2015-03-12,25.4292,118632,0.010334100146608405
2015-03-13,24.9985,118632,-0.016937221776540445
2015-03-16,24.9966,118632,-7.600456027356817e-05
2015-03-17,25.2614,118632,0.01059344070793622
2015-03-18,25.1868,118632,-0.0029531221547498543
2015-03-19,25.0654,118632,-0.004819985071545463
2015-03-20,24.8457,118632,-0.00876507057537479
2015-03-23,24.6014,118632,-0.009832687346301383
2015-03-24,24.5289,118632,-0.002946986756851344
2015-03-25,24.601,118632,0.002939389862570252
2015-03-26,24.1744,118632,-0.017340758505751785
2015-03-27,24.2816,118632,0.004434443047190539
2015-03-30,24.7205,118632,0.01807541512915134
2015-03-31,24.8173,118632,0.003915778402540315
2015-04-01,24.9774,118632,0.006451144967421829
2015-04-06,25.1357,118632,0.006337729307293927
2015-04-07,25.0988,118632,-0.0014680315248829512
2015-04-08,25.3594,118632,0.01038296651632753
2015-04-09,25.4355,118632,0.003000859641789644
2015-04-10,25.4342,118632,-5.1109669556348436e-05
2015-04-13,25.4607,118632,0.0010419042077203233
2015-04-15,25.2197,118632,-0.009465568503615351
2015-04-16,25.0457,118632,-0.006899368350931967
2015-04-17,24.7472,118632,-0.011918213505711539
2015-04-20,24.3175,118632,-0.01736358052628173
2015-04-21,24.2302,118632,-0.0035900071964634073
2015-04-22,24.2623,118632,0.0013247930268838193
2015-04-23,24.1274,118632,-0.005560066440526978
2015-04-24,23.807,118632,-0.013279507945323732
2015-04-27,23.6176,118632,-0.00795564329818954
2015-04-28,23.9604,118632,0.014514599281891583
2015-04-29,23.9581,118632,-9.599171967067388e-05
